Player,Season,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
Jeff Teague,2012,23.0,66.0,66.0,33.1,4.8,10.2,0.47600000000000003,0.8,2.3,0.342,4.1,7.9,0.514,0.514,2.1,2.8,0.757,0.3,2.1,2.4,4.9,1.6,0.6,0.5,2.2,12.6
Sebastian Telfair,2012,26.0,60.0,1.0,14.9,2.4,5.7,0.41200000000000003,0.6,1.8,0.314,1.8,4.0,0.456,0.461,0.9,1.1,0.7909999999999999,0.3,1.2,1.5,2.3,0.7,0.2,0.91,2.0,6.1
Jason Terry,2012,34.0,63.0,1.0,31.7,5.7,13.2,0.43,2.2,5.8,0.37799999999999995,3.5,7.4,0.47100000000000003,0.513,1.6,1.8,0.883,0.3,2.1,2.4,3.6,1.2,0.2,0.5,1.1,15.1
Isaiah Thomas,2012,22.0,65.0,37.0,25.5,3.9,8.8,0.44799999999999995,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.8320000000000001,0.7,1.8,2.6,4.1,0.8,0.1,0.62,1.9,11.5
Kurt Thomas,2012,39.0,53.0,3.0,15.2,1.4,3.0,0.465,0.0,0.0,0.0,1.4,3.0,0.465,0.465,0.3,0.4,0.0,0.7,2.8,3.5,0.9,0.5,0.6,1.67,2.3,3.0
Lance Thomas,2012,23.0,42.0,10.0,15.0,1.4,3.0,0.452,0.0,0.0,0.0,1.4,3.0,0.456,0.452,1.2,1.5,0.8390000000000001,1.2,1.8,3.0,0.3,0.2,0.2,1.67,1.9,4.0
Tyrus Thomas,2012,25.0,54.0,30.0,18.8,2.2,6.1,0.36700000000000005,0.0,0.1,0.33299999999999996,2.2,6.0,0.36700000000000005,0.369,1.2,1.5,0.759,0.9,2.8,3.7,0.6,0.7,1.1,1.0,2.7,5.6
Trey Thompkins,2012,21.0,24.0,0.0,5.0,1.0,2.5,0.39299999999999996,0.2,0.5,0.308,0.8,2.0,0.41700000000000004,0.426,0.2,0.3,0.7140000000000001,0.2,0.8,1.0,0.1,0.1,0.1,3.33,0.4,2.4
Jason Thompson,2012,25.0,64.0,47.0,25.9,3.7,6.9,0.535,0.0,0.0,0.0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,0.91,2.3,9.1
Klay Thompson,2012,21.0,66.0,29.0,24.4,4.8,10.9,0.44299999999999995,1.7,4.1,0.414,3.1,6.8,0.46,0.52,1.2,1.4,0.868,0.4,2.1,2.4,2.0,0.7,0.3,0.62,2.3,12.5
Mychel Thompson,2012,23.0,5.0,3.0,19.0,1.4,4.8,0.292,0.8,2.2,0.0,0.6,2.6,0.231,0.375,0.0,0.0,0.0,0.0,1.0,1.0,1.4,0.4,0.2,1.0,1.6,3.6
Tristan Thompson,2012,20.0,60.0,25.0,23.7,3.2,7.4,0.439,0.0,0.0,0.0,3.2,7.3,0.441,0.439,1.8,3.2,0.552,3.1,3.4,6.5,0.5,0.5,1.0,0.71,2.2,8.2
Marcus Thornton,2012,24.0,51.0,51.0,34.9,6.9,15.7,0.43799999999999994,2.1,6.1,0.345,4.8,9.7,0.49700000000000005,0.505,2.8,3.2,0.865,1.6,2.0,3.7,1.9,1.4,0.2,0.62,2.2,18.7
Jamaal Tinsley,2012,33.0,37.0,1.0,13.7,1.5,3.8,0.40399999999999997,0.3,1.0,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,1.2,3.3,0.5,0.2,0.71,1.3,3.7
Anthony Tolliver,2012,26.0,51.0,0.0,17.3,1.4,3.6,0.39,0.5,2.0,0.248,0.9,1.6,0.568,0.45899999999999996,0.8,1.1,0.745,1.0,2.0,3.0,0.4,0.4,0.4,1.43,1.7,4.1
Hedo Turkoglu,2012,32.0,53.0,53.0,31.2,3.9,9.5,0.415,1.7,4.9,0.353,2.2,4.6,0.48,0.505,1.3,1.8,0.705,0.5,3.3,3.8,4.4,0.8,0.3,0.37,2.6,10.9
Evan Turner,2012,23.0,65.0,20.0,26.4,4.0,9.1,0.446,0.2,0.8,0.22399999999999998,3.9,8.3,0.466,0.455,1.1,1.7,0.6759999999999999,0.4,5.4,5.8,2.8,0.6,0.3,0.62,1.8,9.4
Jeremy Tyler,2012,20.0,42.0,23.0,13.5,2.1,5.0,0.42100000000000004,0.0,0.0,0.0,2.1,5.0,0.423,0.42100000000000004,0.7,1.2,0.5579999999999999,1.3,2.0,3.3,0.4,0.4,0.5,1.11,2.0,4.9
Edwin Ubiles,2012,25.0,4.0,0.0,13.0,1.3,4.5,0.278,0.3,1.3,0.2,1.0,3.3,0.308,0.306,0.8,0.8,1.0,0.5,2.0,2.5,0.3,0.3,0.3,3.33,0.3,3.5
Beno Udrih,2012,29.0,59.0,0.0,18.3,2.5,5.6,0.44,0.3,1.0,0.28800000000000003,2.2,4.6,0.473,0.465,0.7,0.9,0.7090000000000001,0.4,1.3,1.7,3.8,0.6,0.0,0.77,1.2,5.9
Anderson Varejao,2012,29.0,25.0,25.0,31.4,4.6,8.9,0.514,0.0,0.2,0.0,4.6,8.7,0.523,0.514,1.7,2.6,0.672,4.4,7.1,11.5,1.7,1.4,0.7,0.56,2.5,10.8
Greivis Vasquez,2012,25.0,66.0,26.0,25.8,3.4,7.9,0.43,0.7,2.0,0.319,2.8,5.9,0.469,0.47100000000000003,1.5,1.8,0.821,0.3,2.3,2.6,5.4,0.9,0.1,0.45,1.9,8.9
Jan Vesely,2012,21.0,57.0,20.0,18.9,2.1,3.8,0.537,0.0,0.0,0.0,2.1,3.8,0.539,0.537,0.6,1.1,0.532,1.8,2.6,4.4,0.8,0.7,0.6,0.91,2.7,4.7
Charlie Villanueva,2012,27.0,13.0,0.0,13.8,2.7,7.0,0.385,1.2,3.5,0.33299999999999996,1.5,3.5,0.435,0.467,0.5,0.5,0.857,0.7,3.0,3.7,0.5,0.5,0.4,2.0,1.9,7.0
Nikola Vucevic,2012,21.0,51.0,15.0,15.9,2.6,5.7,0.45,0.1,0.2,0.375,2.5,5.5,0.452,0.455,0.4,0.7,0.529,1.7,3.1,4.8,0.6,0.4,0.7,1.67,2.2,5.5
Dwyane Wade,2012,30.0,49.0,49.0,33.2,8.5,17.1,0.49700000000000005,0.3,1.1,0.268,8.2,15.9,0.513,0.506,4.8,6.1,0.7909999999999999,1.5,3.3,4.8,4.6,1.7,1.3,0.38,2.2,22.1
Von Wafer,2012,26.0,33.0,1.0,14.2,2.2,4.8,0.452,0.4,1.2,0.359,1.7,3.6,0.483,0.49700000000000005,1.2,1.6,0.7040000000000001,0.2,1.2,1.4,0.9,0.3,0.1,0.91,0.8,5.9
Henry Walker,2012,24.0,32.0,8.0,19.4,2.1,5.3,0.39799999999999996,1.1,3.5,0.319,1.0,1.8,0.552,0.503,0.5,0.6,0.85,0.3,2.2,2.5,1.2,0.6,0.2,0.91,2.6,5.9
Kemba Walker,2012,21.0,66.0,25.0,27.2,4.3,11.6,0.366,1.0,3.4,0.305,3.2,8.2,0.392,0.41100000000000003,2.5,3.2,0.789,0.5,3.1,3.5,4.4,0.9,0.3,0.56,1.2,12.1
John Wall,2012,21.0,66.0,66.0,36.2,5.7,13.5,0.423,0.0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8.0,1.4,0.9,0.26,2.1,16.3
Ben Wallace,2012,37.0,62.0,11.0,15.8,0.5,1.4,0.395,0.0,0.1,0.25,0.5,1.3,0.402,0.401,0.3,0.8,0.34,1.3,3.0,4.3,0.7,0.8,0.8,2.0,1.0,1.4
Hakim Warrick,2012,29.0,35.0,0.0,14.4,2.1,5.1,0.41100000000000003,0.0,0.3,0.1,2.1,4.9,0.429,0.414,2.2,2.8,0.768,0.9,1.7,2.6,0.9,0.2,0.1,1.0,1.0,6.4
Darryl Watkins,2012,27.0,5.0,0.0,19.6,1.4,2.8,0.5,0.0,0.0,0.0,1.4,2.8,0.5,0.5,1.8,3.6,0.0,1.6,3.8,5.4,0.6,1.0,0.8,0.62,2.8,4.6
C.J. Watson,2012,27.0,49.0,25.0,23.7,3.3,8.9,0.368,1.4,3.5,0.39299999999999996,1.9,5.4,0.35200000000000004,0.446,1.7,2.1,0.8079999999999999,0.4,1.7,2.1,4.1,0.9,0.2,0.5,2.1,9.7
Earl Watson,2012,32.0,50.0,2.0,20.7,1.1,3.2,0.33799999999999997,0.2,1.0,0.192,0.9,2.2,0.40700000000000003,0.369,0.6,0.9,0.674,0.6,1.8,2.4,4.3,1.1,0.4,0.59,2.1,3.0
Martell Webster,2012,25.0,47.0,26.0,24.3,2.4,5.8,0.423,0.8,2.3,0.33899999999999997,1.7,3.5,0.479,0.491,1.2,1.5,0.792,0.9,2.7,3.6,0.9,0.7,0.4,1.0,1.8,6.9
David West,2012,31.0,66.0,66.0,29.2,5.3,10.8,0.48700000000000004,0.0,0.1,0.222,5.3,10.7,0.491,0.489,2.2,2.7,0.807,1.8,4.8,6.6,2.1,0.8,0.7,0.71,2.4,12.8
Delonte West,2012,28.0,44.0,33.0,24.1,3.8,8.2,0.461,0.6,1.7,0.355,3.2,6.5,0.489,0.499,1.4,1.6,0.8859999999999999,0.3,2.0,2.3,3.2,1.3,0.3,0.59,1.5,9.6
Russell Westbrook,2012,23.0,66.0,66.0,35.3,8.8,19.2,0.457,0.9,3.0,0.316,7.8,16.2,0.48200000000000004,0.48100000000000004,5.2,6.3,0.823,1.5,3.1,4.6,5.5,1.7,0.3,0.28,2.2,23.6
D.J. White,2012,25.0,58.0,11.0,18.9,3.0,6.1,0.493,0.0,0.0,1.0,3.0,6.1,0.491,0.494,0.7,1.1,0.705,0.9,2.7,3.6,0.8,0.3,0.4,1.43,1.6,6.8
Hassan Whiteside,2012,22.0,18.0,0.0,6.1,0.7,1.5,0.444,0.0,0.0,0.0,0.7,1.5,0.444,0.444,0.3,0.7,0.0,0.9,1.3,2.2,0.0,0.2,0.8,3.33,0.7,1.6
Chris Wilcox,2012,29.0,28.0,4.0,17.2,2.3,3.8,0.598,0.0,0.0,0.0,2.3,3.8,0.598,0.598,0.9,1.4,0.0,1.4,3.0,4.4,0.4,0.4,0.3,0.91,2.3,5.4
Damien Wilkins,2012,32.0,60.0,2.0,15.4,1.3,3.2,0.39399999999999996,0.1,0.4,0.304,1.2,2.8,0.406,0.41200000000000003,0.6,0.9,0.63,0.4,1.3,1.7,0.7,0.5,0.2,2.0,1.4,3.2
Deron Williams,2012,27.0,55.0,55.0,36.3,7.1,17.5,0.40700000000000003,2.1,6.2,0.336,5.0,11.3,0.446,0.467,4.7,5.5,0.843,0.4,2.9,3.3,8.7,1.2,0.4,0.25,2.2,21.0
Derrick Williams,2012,20.0,66.0,15.0,21.5,3.1,7.5,0.41200000000000003,0.6,2.1,0.268,2.5,5.5,0.467,0.449,2.1,3.0,0.6970000000000001,1.2,3.5,4.7,0.6,0.5,0.5,0.83,1.4,8.8
Elliot Williams,2012,22.0,24.0,0.0,6.2,1.5,3.1,0.5,0.3,1.1,0.29600000000000004,1.2,2.0,0.617,0.5539999999999999,0.3,0.8,0.33299999999999996,0.3,0.5,0.8,0.3,0.3,0.1,5.0,0.8,3.7
Jordan Williams,2012,21.0,43.0,5.0,14.8,1.8,3.5,0.507,0.0,0.0,0.0,1.8,3.5,0.507,0.507,1.0,1.5,0.0,1.5,2.1,3.6,0.3,0.5,0.3,2.0,1.4,4.6
Lou Williams,2012,25.0,64.0,0.0,26.3,5.0,12.2,0.40700000000000003,1.3,3.6,0.36200000000000004,3.7,8.6,0.425,0.46,3.7,4.6,0.812,0.5,2.0,2.4,3.5,0.8,0.3,0.91,1.4,14.9
Marvin Williams,2012,25.0,57.0,37.0,26.3,3.6,8.2,0.43200000000000005,1.0,2.6,0.389,2.5,5.6,0.452,0.494,2.0,2.6,0.7879999999999999,1.3,3.8,5.2,1.2,0.8,0.3,1.43,1.5,10.2
Mo Williams,2012,29.0,52.0,1.0,28.3,5.0,11.8,0.426,1.8,4.6,0.389,3.2,7.2,0.449,0.502,1.4,1.5,0.9,0.4,1.5,1.9,3.1,1.0,0.1,0.59,2.0,13.2
Reggie Williams,2012,25.0,33.0,13.0,22.6,3.2,7.7,0.41600000000000004,1.0,3.2,0.308,2.2,4.5,0.493,0.48,0.9,1.2,0.725,0.8,2.0,2.8,1.8,0.6,0.1,1.0,1.0,8.3
Shawne Williams,2012,25.0,25.0,6.0,20.6,1.7,5.9,0.28600000000000003,0.8,3.5,0.24100000000000002,0.8,2.4,0.35,0.35700000000000004,0.3,0.4,0.727,0.8,1.9,2.7,0.6,0.4,0.4,2.0,1.8,4.5
Shelden Williams,2012,28.0,58.0,35.0,22.0,1.7,3.5,0.478,0.0,0.0,0.0,1.7,3.5,0.478,0.478,1.3,1.8,0.0,2.4,3.6,6.0,0.6,0.8,0.7,0.91,2.6,4.6
Metta World Peace,2012,32.0,64.0,45.0,26.9,2.9,7.3,0.39399999999999996,0.9,3.0,0.29600000000000004,2.0,4.3,0.46,0.45399999999999996,1.1,1.8,0.617,1.1,2.3,3.4,2.2,1.1,0.4,0.91,2.1,7.7
Brandan Wright,2012,24.0,49.0,0.0,16.1,2.9,4.8,0.618,0.0,0.0,0.0,2.9,4.7,0.621,0.618,1.1,1.7,0.634,1.3,2.3,3.6,0.3,0.4,1.3,2.5,1.2,6.9
Chris Wright,2012,23.0,24.0,1.0,7.8,1.0,1.9,0.511,0.0,0.0,0.0,1.0,1.9,0.511,0.511,1.0,1.3,0.0,0.8,1.1,1.9,0.2,0.3,0.5,3.33,0.9,2.9
Dorell Wright,2012,26.0,61.0,61.0,27.0,3.6,8.6,0.42200000000000004,1.7,4.8,0.36,1.9,3.8,0.5,0.522,1.3,1.6,0.816,1.0,3.6,4.6,1.5,1.0,0.4,1.25,1.6,10.3
Thaddeus Young,2012,23.0,63.0,1.0,27.9,5.5,10.9,0.507,0.0,0.1,0.25,5.5,10.8,0.508,0.507,1.8,2.3,0.7709999999999999,2.2,3.0,5.2,1.2,1.0,0.7,1.11,2.0,12.8
Leandro Barbosa,2012,29.0,42.667,0.0,21.3,4.067,9.7,0.42,1.033,2.667,0.389,3.067,7.033,0.43,0.474,1.5,1.867,0.803,0.5,1.533,2.033,1.5,0.9,0.1,0.707,2.0,10.733
Marcus Camby,2012,37.0,39.333,35.333,23.133,2.367,5.167,0.449,0.033,0.133,0.267,2.3,5.067,0.45,0.452,0.533,1.167,0.292,2.667,6.333,9.067,1.8,0.833,1.433,1.277,2.1,5.267
DeMarre Carroll,2012,25.0,16.0,6.0,12.067,1.733,3.633,0.595,0.233,0.6,0.245,1.5,3.033,0.598,0.617,0.433,0.5,0.583,0.867,0.967,1.833,0.8,0.367,0.033,2.0,1.2,4.1
Brian Cook,2012,31.0,21.333,0.0,8.633,1.0,3.1,0.316,0.3,1.567,0.201,0.667,1.5,0.429,0.367,0.3,0.333,0.911,0.333,1.667,1.967,0.3,0.2,0.2,3.053,1.5,2.5
Justin Dentmon,2012,26.0,4.0,0.0,14.233,1.567,4.4,0.351,0.267,2.267,0.114,1.267,2.1,0.69,0.378,0.567,0.833,0.445,0.0,1.2,1.2,1.5,0.367,0.0,1.167,1.567,3.933
Boris Diaw,2012,29.0,38.0,23.333,24.267,2.6,5.733,0.481,0.5,1.567,0.398,2.1,4.167,0.517,0.529,0.4,0.567,0.628,1.233,3.6,4.833,3.433,0.6,0.4,0.547,2.267,6.167
Monta Ellis,2012,26.0,38.667,38.667,36.5,7.633,17.633,0.433,1.033,3.267,0.299,6.633,14.4,0.461,0.46,3.7,4.633,0.791,0.3,3.133,3.433,5.967,1.467,0.3,0.333,2.367,19.967
Christian Eyenga,2012,22.0,4.667,0.0,15.8,1.467,4.267,0.299,0.1,0.567,0.278,1.333,3.633,0.315,0.315,0.967,1.367,0.611,0.7,1.3,2.0,0.8,0.3,0.8,2.277,0.733,3.967
Derek Fisher,2012,37.0,42.0,28.667,23.3,2.0,5.5,0.366,0.6,1.733,0.32,1.467,3.8,0.386,0.416,0.867,1.0,0.87,0.167,1.667,1.833,2.467,0.767,0.1,0.95,1.833,5.467
Jonny Flynn,2012,22.0,19.333,0.667,14.067,1.533,4.4,0.341,0.3,1.133,0.279,1.167,3.267,0.361,0.376,1.0,1.333,0.75,0.267,1.0,1.233,3.2,0.233,0.1,0.917,0.767,4.367
Courtney Fortson,2012,23.0,6.667,0.0,9.733,1.133,3.167,0.354,0.3,1.267,0.234,0.833,1.9,0.428,0.4,1.067,1.6,0.667,0.633,0.9,1.567,1.033,0.267,0.0,1.007,0.533,3.6
Mickell Gladness,2012,25.0,17.333,4.667,8.533,0.8,1.933,0.395,0.0,0.0,0.0,0.8,1.933,0.395,0.395,0.167,0.4,0.0,0.433,1.633,2.067,0.233,0.167,0.667,3.61,1.167,1.833
J.J. Hickson,2012,23.0,36.0,12.667,24.333,3.833,7.9,0.46,0.0,0.033,0.0,3.833,7.867,0.462,0.46,1.767,2.733,0.642,2.633,3.867,6.533,0.867,0.567,0.667,0.767,1.7,9.4
Nene Hilario,2012,29.0,26.0,22.0,27.933,5.567,10.1,0.551,0.0,0.133,0.0,5.567,10.0,0.558,0.551,2.733,4.1,0.669,1.633,5.8,7.467,2.0,0.967,1.033,0.45,2.433,13.867
Jordan Hill,2012,24.0,26.0,5.333,13.5,2.067,4.233,0.489,0.0,0.067,0.0,2.067,4.2,0.496,0.489,0.767,1.167,0.426,1.7,3.0,4.667,0.367,0.467,0.767,1.167,1.767,4.9
Ryan Hollins,2012,27.0,26.0,5.333,13.067,1.2,2.133,0.564,0.0,0.0,0.0,1.2,2.133,0.564,0.564,0.933,1.833,0.0,0.833,1.2,2.033,0.233,0.133,0.4,1.18,1.933,3.3
Lester Hudson,2012,27.0,10.667,0.0,17.267,3.133,8.467,0.349,0.833,3.233,0.276,2.333,5.233,0.403,0.397,1.767,2.167,0.779,0.3,1.8,2.133,1.767,0.667,0.133,0.787,1.2,8.867
Stephen Jackson,2012,33.0,31.333,9.333,25.667,3.367,8.933,0.379,1.033,3.6,0.291,2.3,5.333,0.438,0.437,2.0,2.433,0.824,0.467,3.033,3.533,2.5,1.133,0.267,0.47,2.067,9.733
Richard Jefferson,2012,31.0,42.0,29.333,27.533,3.2,7.733,0.417,1.767,4.167,0.42,1.467,3.567,0.412,0.53,0.967,1.367,0.693,0.4,3.067,3.5,1.4,0.567,0.3,1.25,1.867,9.133
Armon Johnson,2012,22.0,6.0,0.0,11.233,1.867,3.7,0.639,0.067,0.233,0.222,1.8,3.433,0.646,0.647,0.5,0.5,0.667,0.067,1.233,1.3,0.867,0.7,0.0,1.367,0.7,4.267
Chris Johnson,2012,26.0,18.0,0.0,7.633,0.867,1.767,0.489,0.0,0.0,0.0,0.867,1.767,0.489,0.489,0.6,0.767,0.0,0.667,1.167,1.833,0.1,0.333,0.267,1.693,1.367,2.3
Solomon Jones,2012,27.0,14.0,0.667,13.767,1.1,2.833,0.317,0.0,0.0,0.0,1.1,2.833,0.317,0.317,0.9,1.067,0.0,1.5,1.2,2.733,0.4,0.433,0.5,1.313,2.0,3.1
JaVale McGee,2012,24.0,40.667,30.0,24.4,4.967,8.8,0.568,0.0,0.0,0.0,4.967,8.8,0.568,0.568,1.233,2.7,0.0,2.533,4.933,7.467,0.467,0.567,2.1,0.767,2.667,11.167
Ramon Sessions,2012,25.0,42.667,15.333,27.233,3.867,8.867,0.435,0.667,1.5,0.449,3.2,7.367,0.432,0.473,3.033,3.967,0.775,0.533,2.867,3.4,5.633,0.7,0.033,0.443,1.567,11.5
Donald Sloan,2012,24.0,16.5,5.5,15.575,1.875,4.825,0.384,0.05,0.65,0.043,1.85,4.2,0.435,0.386,0.55,0.8,0.519,0.5,1.1,1.6,2.65,0.425,0.05,1.088,0.925,4.325
Ish Smith,2012,23.0,17.333,0.667,9.367,1.4,3.567,0.385,0.167,0.433,0.328,1.233,3.133,0.391,0.405,0.267,0.367,0.65,0.3,1.133,1.367,1.567,0.633,0.067,2.89,0.633,3.2
Hasheem Thabeet,2012,24.0,17.5,3.0,7.35,0.55,1.15,0.484,0.0,0.0,0.0,0.55,1.15,0.484,0.484,0.8,1.15,0.0,0.9,1.3,2.2,0.0,0.1,0.5,2.25,1.0,1.85
Ronny Turiaf,2012,29.0,11.333,3.333,15.967,1.033,1.667,0.703,0.0,0.067,0.0,1.033,1.633,0.715,0.703,0.6,1.0,0.394,1.0,2.9,3.867,0.767,0.967,0.967,1.197,2.2,2.667
Ekpe Udoh,2012,24.0,40.667,7.333,21.0,2.1,4.833,0.428,0.0,0.033,0.0,2.1,4.8,0.431,0.428,1.433,1.933,0.518,1.633,2.533,4.267,0.933,0.7,1.667,1.157,2.833,5.6
Ben Uzoh,2012,23.0,17.0,8.0,21.45,2.0,5.7,0.353,0.0,0.1,0.0,2.0,5.6,0.356,0.353,0.65,1.15,0.579,1.1,2.8,3.8,3.55,0.95,0.2,0.87,1.8,4.65
Gerald Wallace,2012,29.0,38.667,38.667,35.8,5.0,11.233,0.447,0.9,2.733,0.319,4.133,8.533,0.487,0.486,3.167,3.9,0.812,1.5,5.2,6.7,2.867,1.467,0.633,0.54,2.467,14.1
Luke Walton,2012,31.0,20.0,0.0,11.167,0.8,2.067,0.384,0.167,0.633,0.0,0.6,1.433,0.431,0.425,0.0,0.0,0.0,0.467,1.133,1.633,1.067,0.167,0.0,2.313,1.3,1.7
Sean Williams,2012,25.0,7.333,0.0,10.6,1.167,2.0,0.573,0.0,0.0,0.0,1.167,2.0,0.573,0.573,1.333,1.433,0.0,1.2,1.433,2.633,0.6,0.5,0.767,1.073,1.567,3.633
Terrence Williams,2012,24.0,20.0,0.0,17.967,2.7,6.4,0.414,0.533,1.533,0.355,2.167,4.867,0.423,0.46,0.867,1.467,0.568,0.4,2.9,3.267,2.033,0.633,0.2,0.84,1.2,6.8
Nick Young,2012,26.0,41.333,23.333,27.233,4.867,12.067,0.401,1.633,4.433,0.363,3.233,7.633,0.425,0.47,2.2,2.6,0.845,0.5,1.533,2.033,0.867,0.7,0.3,0.783,2.3,13.5
Sam Young,2012,26.0,23.333,1.333,10.567,1.233,3.567,0.345,0.167,0.5,0.306,1.067,3.067,0.339,0.371,0.533,0.767,0.736,0.567,1.2,1.767,0.4,0.467,0.2,2.167,0.7,3.233
